brand,name,processor,Ram,Ram_type,Storage,Storage_type,GPU,display_size,resolution_width,resolution_height,OS,Price
Acer,Aspire 5 15 A515-58M Gaming Laptop,13th Gen Intel Core i5 1335U,16,LPDDR5,512,SSD,NVIDIA GeForce RTX2050,15.6,1920,1080,Windows 11 OS,10714120
Walker,NU14A1 Laptop,Intel Celeron  N4020,4,DDR4,128,SSD,Integrated Intel UHD Graphics,14.1,1920,1080,Windows 11 OS,3194120
Acer,Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,12th Gen Intel Core i5 12500H,8,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,10338120
Dell,Inspiron 14 5430 2023 Laptop,13th Gen Intel Core i5 1335U,8,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,12596000
Lenovo,ThinkBook 15 21JF002CIN Laptop,7th Gen AMD Ryzen 3 7330U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,DOS OS,6485812
HP,Pavilion Plus ‎14-eh1047TU Laptop,13th Gen Intel Core i7 13700H,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,20259444
Dell,Inspiron 7430 2 in 1 Laptop,13th Gen Intel Core i3 1315U,8,LPDDR5,1024,SSD,Integrated Intel UHD Graphics,14,1920,1200,Windows 11 OS,11560120
HP,Pavilion Plus 14-eh1022TU Laptop,13th Gen Intel Core i5 1340P,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,2240,1400,Windows 11 OS,15132120
Lenovo,Ideapad Gaming 3 82SB00NXIN Laptop,7th Gen AMD Ryzen 5 7535HS,16,DDR5,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,10902120
MSI,Modern 14 C11M-029IN Laptop,11th Gen Intel Core i5 1155G7,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,7518120
Lenovo,Ideapad Flex 5i 14IAU7 82R70067IN Laptop,12th Gen Intel Core i3 1215U,8,LPDDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,10150120
Dell,Inspiron 3535 Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,8366000
HP,14-hr0000AU Laptop,7th Gen AMD Ryzen 5 7520U,16,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,9211812
HP,Envy 15-fe0032TU Laptop,13th Gen Intel Core i7 1355U,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,21994120
Acer,Aspire 3 NX.KDESI.008 Laptop,7th Gen AMD Ryzen 3 7320U,8,DDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,5826120
Lenovo,IdeaPad Slim 3 82XQ008EIN Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon 610M Graphics,15.6,1920,1080,Windows 11 OS,6352520
MSI,Thin GF63 11UCX-1476IN Gaming Laptop,11th Gen Intel Core i5 11260H,16,DDR4,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,9774120
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,8646120
MSI,Thin GF63 11UC-1475IN Gaming Laptop,11th Gen Intel Core i5 11260H,8,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,9774120
Lenovo,V15 G3 IAP 82TTA00UIH Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,DOS OS,6410612
HP,Pavilion 15-EH3101AU Laptop,7th Gen AMD Ryzen 7 7730U,16,DDR4,512,SSD,AMD Radeon Vega 8 Graphics,15.6,1920,1080,Windows 11 OS,12332800
Lenovo,V15 G4 82YU00W6IN Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,DOS OS,5262120
Lenovo,V14 G3 IAP Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,8834120
Dell,‎G16-7630 2023 Gaming Laptop,13th Gen Intel Core i7 13650HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4060,16,2560,1600,Windows 11 OS,30378920
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,13th Gen Intel Core i7 1355U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,18610120
Lenovo,Legion 5 Pro 2023 Gaming Laptop,13th Gen Intel Core i7 13700H,32,DDR5,1024,SSD,NVIDIA GeForce RTX 4090,16,2560,1600,Windows 11 OS,32522120
Acer,One 14 Z8-415UN.599SI.009 Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,256,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,4886120
HP,Victus 15-fb0136AX Gaming Laptop,5th Gen AMD Ryzen 5 5600H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,11654120
Asus,Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop,5th Gen AMD Ryzen 7 5800HS,16,LPDDR4X,1024,SSD,AMD Radeon Graphics,14,2880,1800,Windows 11 OS,14474120
Dell,G15-5530 Gaming Laptop,13th Gen Intel Core i7 13650HX,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,23836520
Asus,ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop,13th Gen Intel Core i9 13900H,16,LPDDR5,1024,SSD,NVIDIA GeForce RTX 4060,13.4,2560,1600,Windows 11 OS,39478120
Asus,ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop,13th Gen Intel Core i9 13980HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4070,16,2560,1600,Windows 11 OS,39478120
Asus,ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop,13th Gen Intel Core i7 13650HX,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,26882120
Asus,Vivobook Pro 15 OLED K6502VU-MA951WS Laptop,13th Gen Intel Core i9 13900H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,15.6,2880,1620,Windows 11 OS,29514120
Asus,Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop,13th Gen Intel Core i5 13500H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,14,2880,1800,Windows 11 OS,17668240
Asus,TUF Gaming F17 FX706HF-HX018W Laptop,11th Gen Intel Core i5 11400H,8,DDR4,512,SSD,NVIDIA GeForce RTX 2050,17.3,1920,1080,Windows 11 OS,10150120
HP,15s-fy5002TU Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Graphics,15.6,1920,1080,Windows 11 OS,9774120
Asus,VivoBook 15 X515EA-EJ342WS Laptop,11th Gen intel Core i3 1115G4,16,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6766120
HP,15s-fy5003TU Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,7142120
HP,15-fc0030AU Laptop,7th Gen AMD Ryzen 5 7520U,16,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,8740120
HP,15-eg3036TU Laptop,13th Gen Intel Core i7 1360P,16,DDR4,1024,SSD,Integrated Intel Graphics,15.6,1920,1080,Windows 11 OS,17012120
HP,Victus 15-fb0122AX Gaming Laptop,5th Gen AMD Ryzen 5  5600H ,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,10526120
Asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop,13th Gen Intel Core i9 13900H,16,DDR5,1024,SSD,NVIDIA GeForce RTX 4050,16,3200,2000,Windows 11 OS,30078120
HP,15-fd0011TU Laptop,13th Gen Intel Core i5 1335U,8,DDR4,512,SSD,Integrated Intel Graphics,15.6,1920,1080,Windows 11 OS,10902120
Acer,Predator Helios Neo 16 NH.QLTSI.002 Laptop,13th Gen Intel Core i7 13700HX,16,LPDDR5,512,SSD,NVIDIA GeForce RTX 4050,16,2560,1600,Windows 11 OS,19738120
Acer,Predator Helios Neo 16 NH.QLTSI.001 Laptop,13th Gen Intel Core i5 13500HX,16,DDR5,512,SSD,NVIDIA GeForce RTX 4050,16,1920,1200,Windows 11 OS,18798120
MSI,Cyborg 15 A12UCX-264IN Gaming Laptop,12th Gen Intel Core i5 12450H,16,DDR5,512,SSD,NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,15134000
Dell,Vostro 3425 Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,7142120
HP,15-fc0026AU Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6439000
HP,Victus 15-fa1066TX Gaming Laptop,13th Gen Intel Core i7 13700H,16,DDR4,512,SSD,NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,20678120
HP,15s-fq2738TU Laptop,11th Gen Intel Core i3 1115G4 ,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1366,768,Windows 11 OS,6390120
Asus,Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,13th Gen Intel Core i5 1335U,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,13.3,2880,1800,Windows 11 OS,15038120
Asus,Vivobook 15 2023 X1502VA-NJ541WS Laptop,13th Gen Intel Core i5 13500H,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,12218120
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,13th Gen Intel Core i9 13900H,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,2880,1620,Windows 11 OS,20678120
MSI,Bravo 15 B5ED-035IN Gaming Laptop,5th Gen AMD Ryzen 7 5800H,16,DDR4,512,SSD,AMD Radeon RX 6500M,15.6,1920,1080,Windows 11 OS,11842120
Huawei,MateBook D14 2023 Laptop,13th Gen Intel Core i5 1340P,16,LPDDR4X,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,11091812
MSI,Titan GT77 HX 13VH-093IN Gaming Laptop,13th Gen Intel Core i9 13980HX,64,DDR5,2048,SSD,NVIDIA GeForce RTX 4080,17.3,3840,2160,Windows 11 OS,78960000
Lenovo,E41-55 Laptop,3rd Gen AMD Athlon Silver 3050U,8,DDR4,256,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,4510120
HP,15-fc0028AU Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,8083812
HP,15s-eq2223AU Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,7305868
Lenovo,V15 G3 82TTA00VIH Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6314920
HP,Chromebook 15a-na0012TU Laptop,Intel Celeron  N4500,4,LPDDR4x,128,HDD,Integrated Intel UHD Graphics,15.6,1366,768,Chrome OS,3006120
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,6388240
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,8,DDR5,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,14739200
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,5th Gen AMD Ryzen 7 5800H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,15038120
Acer,Aspire 5 UN.K3JSI.004 Laptop,12th Gen Intel Core i5 1235U,12,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,9022120
Asus,Vivobook Pro 15 M6500QC-HN542WS Laptop,5th Gen AMD Ryzen 5  5600H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,14098120
MSI,Modern 15 B13M-291IN Laptop,13th Gen Intel Core i5 1335U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,8627132
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,7th Gen AMD Ryzen 7 7730U,16,LPDDR4X,512,SSD,AMD Radeon Graphics,14,2880,1800,Windows 11 OS,17106120
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,9586120
Samsung,Galaxy Book 3 NP750XFG-KA2IN Laptop,13th Gen Intel Core i5 1335U,16,LPDDR4x,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,14098120
Infinix,INBook Y1 Plus XL28 Laptop,10th Gen Intel Core i3 1005G1,8,LPDDR4X,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,4886120
Samsung,Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,13th Gen Intel Core i7 1355U,16,LPDDR4x,1024,SSD,Integrated Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,25190120
Samsung,Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,31206120
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,13th Gen Intel Core i7 1360P,16,DDR5,512,SSD,Integrated Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,30830120
Samsung,Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,13th Gen Intel Core i7 1355U,16,LPDDR4x,512,SSD,Integrated Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,20678120
Samsung,Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,26318120
Samsung,Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,13th Gen Intel Core i5 1335U,16,LPDDR4x,512,SSD,Integrated Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,20678120
Samsung,Galaxy Book 3 Pro NP960XFG-KC1IN Laptop,13th Gen Intel Core i7 1360P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,28198120
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,13th Gen Intel Core i7 1360P,16,DDR5,1024,SSD,Integrated Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,33838120
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,13th Gen Intel Core i5 1340P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,29326120
Samsung,Galaxy Book 3 Ultra Laptop,13th Gen Intel Core i9 13900H,32,LPDDR5,512,SSD,NVIDIA GeForce RTX 4070,16,2880,1800,Windows 11 OS,43221200
Lenovo,V15 ‎82C70005UK Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6766120
HP,15s-fq2717TU Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,7142120
HP,14s-dq2649TU Laptop,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,6579812
Apple,MacBook Pro 14 inch Laptop,Apple M2 Max M2 Max,32,Unified,1024,SSD,30-core GPU,14.2,3024,1964,Mac OS,54706120
Apple,MacBook Pro 14 inch Laptop,Apple M2 Pro M2 Pro,16,Unified,1024,SSD,19-core GPU,14.2,3024,1964,Mac OS,44178120
HP,Pavilion Plus 14-eh0037TU Laptop,12th Gen Intel Core i5 12500H,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,15566212
Dell,Vostro 3425 D552308WIN9B Laptop,5th Gen AMD Ryzen 3  5425U,8,DDR4,256,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,5976520
Lenovo,IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop,5th Gen AMD Ryzen 7  5800H,8,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,11466120
MSI,Thin GF63 12VF-268IN Laptop,12th Gen Intel Core i5 12450H,16,DDR4,1024,HDD,NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,16354120
Dell,Vostro 3420 Laptop,11th Gen Intel Core i5 1135G7,16,DDR4,512,SSD,Integrated Intel Graphics,14,1920,1080,Windows 11 OS,9962120
Dell,Vostro 3425 Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,7330120
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop,7th Gen AMD Ryzen 5 7520U,16,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,9880904
Asus,VivoBook 14 X1400EA-EK322WS Notebook,11th Gen Intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,6014120
HP,15-fc0026AU Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6485812
Asus,Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop,13th Gen Intel Core i5 1340P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,17764120
HP,15s-fq2738TU Laptop,11th Gen Intel Core i3 1115G4 ,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1366,768,Windows 11 OS,6354400
Samsung,Galaxy Book 3 NP750XFG-KB2IN Laptop,13th Gen Intel Core i5 1335U,16,LPDDR4x,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,13985320
Asus,Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop,13th Gen Intel Core i5 1340P,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,19644120
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,13th Gen Intel Core i9 13900H,16,LPDDR5,1024,SSD,Integrated Intel Iris Xe Graphics,15.6,2880,1620,Windows 11 OS,19878932
Lenovo,Thinkpad E15 21E6S05A00 Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,8554000
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop,7th Gen AMD Ryzen 5 7520U,16,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,9542880
Asus,Vivobook Go 14 2023 E1404FA-NK542WS Laptop,7th Gen AMD Ryzen 5 7520U,16,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,9398120
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,7th Gen AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,6241412
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,5th Gen AMD Ryzen 7 5800H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,13346120
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,7th Gen AMD Ryzen 5 7535HS,8,DDR5,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,12218120
Asus,Vivobook 16 2023 M1605YA-MB541WS Laptop,7th Gen AMD Ryzen 5 7530U,16,DDR4,512,SSD,AMD Radeon Graphics,16,1920,1200,Windows 11 OS,11278120
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,7th Gen AMD Ryzen 7 7730U,16,LPDDR4X,512,SSD,AMD Radeon Graphics,14,2880,1800,Windows 11 OS,16730120
Asus,Vivobook Go 15 2023 E1504FA-NJ522WS Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,8458120
HP,Pavilion Aero 13-be2047AU Laptop,7th Gen AMD Ryzen 7 7735U,16,LPDDR5,1024,SSD,AMD Radeon Graphics,13.3,1920,1200,Windows 11 OS,14662120
Asus,Vivobook 16 2023 M1605YA-MB741WS Laptop,7th Gen AMD Ryzen 7 7730U,16,DDR4,512,SSD,AMD Radeon Graphics,16,1920,1200,Windows 11 OS,13346120
Lenovo,IdeaPad 82K2022TIN Gaming Laptop,5th Gen AMD Ryzen 5 5600H,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,10526120
Tecno,Megabook T1 Laptop,11th Gen Intel Core i5 1155G7,16,LPDDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,8271812
Acer,Aspire 3 A315-24P NX.KDESI.004 Laptop,7th Gen AMD Ryzen 5 7520U,8,LPDDR5,512,SSD,AMD Radeon Graphiics,15.6,1920,1080,Windows 11 OS,7142120
HP,Victus 15-fb0106AX Gaming Laptop,5th Gen AMD Ryzen 5 5600H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,12218120
Lenovo,IdeaPad Slim 1 82VG009MIN Laptop,AMD Ryzen 3 7320U,8,LPDDR5,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6202120
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,13th Gen Intel Core i7 1360P,16,DDR5,1024,SSD,Integrated Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,33744120
Infinix,Zero Book Series ZL12 Laptop,12th Gen Intel Core i5 12500H,16,LPDDR5,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows OS,10714120
HP,Victus 16-d0310TX Gaming Laptop,11th Gen Intel Core i5 11400H ,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,16.1,1920,1080,Windows 11 OS,10714120
Asus,VivoBook 15 X1500EA-EJ3381WS Laptop,11th Gen intel Core i3 1115G4,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6578120
HP,Pavilion Plus 14-eh0037TU Laptop,12th Gen Intel Core i5 12500H,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,15650812
Dell,Vostro 3420 Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,10902120
HP,Envy x360 13-bf0121TU Laptop,12th Gen Intel Core i5 1230U,16,LPDDR4X,512,SSD,Integrated Intel Iris Xe Graphics,13.4,1920,1200,Windows 11 OS,16072120
Dell,Vostro 3520 Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,10507320
Asus,Vivobook 15 X1502ZA-EJ381WS Laptop,12th Gen Intel Core i3 1220P,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,7649532
Acer,Aspire 5 A515-57 2022 Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,9210120
HP,Pavilion 14-dv2014TU Laptop,12th Gen Intel Core i5 1235U,16,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,12529824
Acer,Aspire 5 A515-57 NX.K2VSI.002 Laptop,12th Gen Intel Core i3 1215U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,6954120
Gigabyte,G5 KE RC55KE Laptop,12th Gen Intel Core i5 12500H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3060,15.6,1920,1080,Windows 11 OS,14098120
Lenovo,Legion 5 Pro 82RF00E1IN Gaming Laptop,12th Gen Intel Core i7 12700H,32,DDR5,1024,SSD,NVIDIA GeForce RTX 3070Ti,16,2560,1600,Windows 11 OS,27258120
Dell,Latitude 7420 Laptop,11th Gen Intel Core i7 1185G7,16,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,14,1920,1080,Windows 10 OS,22277812
Lenovo,V15 82KDA00XIH Laptop,5th Gen AMD Ryzen 5 5500U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6672120
Lenovo,IdeaPad Flex 5 82R90068IN Laptop,5th Gen AMD Ryzen 7 5700U,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,11823132
Lenovo,IdeaPad Gaming 3 82K201YAIN Laptop,5th Gen AMD Ryzen 5  5600H,8,DDR4,512,SSD,NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,12031812
Honor,MagicBook 14 WDQ9BHNE Laptop,5th Gen AMD Ryzen 5  5500U,8,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,7894120
Asus,VivoBook 14 2022 X1402ZA-MW311WS Laptop,12th Gen Intel Core i3 1220P,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,9398120
Asus,VivoBook 14 2022 X1402ZA-EK521WS Laptop,12th Gen Intel Core i5 1235U,8,DDR4,512,SSD,Integrated Intel UHD Graphics,14,1920,1080,Windows 11 OS,10338120
Lenovo,IdeaPad Gaming 3 82SA00B2IN Laptop,12th Gen Intel Core i7 12700H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3060,16,1920,1200,Windows 11 OS,22558120
MSI,Creator M16 A12UD-633IN Laptop,12th Gen Intel Core i7 12700H,16,DDR4,512,SSD,NVIDIA GeForce RTX 3050Ti,16,2560,1660,Windows 11 OS,16166120
MSI,Creator Pro M16 A12UIS-634IN Gaming Laptop,12th Gen Intel Core i7 12700H,16,DDR4,1024,SSD,NVIDIA GeForce RTX A1000,16,2560,1660,Windows 11 OS,16090920
Lenovo,V15 82KDA01EIH Laptop,5th Gen AMD Ryzen 3 5300U,8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,6014120
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,5th Gen AMD Ryzen 5  5600H,16,DDR4,512,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,10490400
